Station,Sediment sample,Latitude Degrees,Latitude Minutes,Latitude Seconds,North/South,Longitude Degrees,Longitude Minutes,Longitude Seconds,East/West,Decimal_Longitude,Decimal_Latitude,Location,FAOarea,Water body,Sea Area,Place,Date,Gear,Depth (fathoms),Bottom water temperature (C) ,Bottom temp (F),Bottom water depth D (fathoms),Specific Gravity at bottom,Surface temp (C),Surface temp (F),Specific Gravity at surface,Temp (F) at 10 Fathoms,Temp (F) at 20 Fathoms,Temp (F) at 25 Fathoms,Temp (F) at 30 Fathoms,Temp (F) at 40 Fathoms,Temp (F) at 50 Fathoms,Temp (F) at 60 Fathoms,Temp (F) at 70 Fathoms,Temp (F) at 75 Fathoms,Temp (F) at 80 Fathoms,Temp (F) at 90 Fathoms,Temp (F) at 100 Fathoms,Temp (F) at 110 Fathoms,Temp (F) at 120 Fathoms,Temp (F) at 125 Fathoms,Temp (F) at 130 Fathoms,Temp (F) at 140 Fathoms,Temp (F) at 150 Fathoms,Temp (F) at 160 Fathoms,Temp (F) at 170 Fathoms,Temp (F) at 175 Fathoms,Temp (F) at 180 Fathoms,Temp (F) at 190 Fathoms,Temp (F) at 200 Fathoms,Temp (F) at 225 Fathoms,Temp (F) at 250 Fathoms,Temp (F) at 275 Fathoms,Temp (F) at 300 Fathoms,Temp (F) at 400 Fathoms,Temp (F) at 500 Fathoms,Temp (F) at 600 Fathoms,Temp (F) at 700 Fathoms,Temp (F) at 800 Fathoms,Temp (F) at 900 Fathoms,Temp (F) at 1000 Fathoms,Temp (F) at 1100 Fathoms,Temp (F) at 1200 Fathoms,Temp (F) at 1300 Fathoms,Temp (F) at 1330 Fathoms,Temp (F) at 1400 Fathoms,Temp (F) at 1450 Fathoms,Temp (F) at 1500 Fathoms,Temp (F) at 1530 Fathoms,Temp (F) at 1580 Fathoms,Temp (F) at 1600 Fathoms,Temp (F) at 1650 Fathoms,Temp (F) at 1700 Fathoms,Temp (F) at 1725 Fathoms,Temp (F) at 1730 Fathoms,Temp (F) at 1775 Fathoms,Temp (F) at 1780 Fathoms,Temp (F) at 1800 Fathoms,Temp (F) at 1825 Fathoms,Temp (F) at 1850 Fathoms,Temp (F) at 1900 Fathoms,Temp (F) at 1915 Fathoms,Temp (F) at 1980 Fathoms,Temp (F) at 2000 Fathoms,Temp (F) at 2025 Fathoms,Temp (F) at 2100 Fathoms,Temp (F) at 2125Fathoms,Temp (F) at 2180 Fathoms,Temp (F) at 2200 Fathoms,Temp (F) at 2225 Fathoms,Temp (F) at 2270 Fathoms,Temp (F) at 2300 Fathoms,Temp (F) at 2325 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2425 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2500 Fathoms,Temp (F) at 2525 Fathoms,Temp (F) at 2600 Fathoms,Temp (F) at 2625 Fathoms,Temp (F) at 2650 Fathoms,Temp (F) at 2675 Fathoms,Temp (F) at 2700 Fathoms,Temp (F) at 2775 Fathoms,Temp (F) at 2800 Fathoms,Temp (F) at 2900 Fathoms,
273,Radiolarian ooze,5,11,0,S,152,56,0,W,-152.93,-5.18,"East of Starbuck Island, Line Islands",77,Eastern Central Pacific Ocean,,Kiribati,09/09/1875,,2350,1.39,34.50,,,27.06,80.70,,80.4,80,,79.5,79.4,79.3,79.2,78.5,,75.8,71.9,68.2,64,59.8,,56.5,54.3,52.6,51.7,50.7,,49.8,49.3,49,,,,44.5,41.8,40.1,38.9,38.1,37.5,37,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Radiolarian ooze,7,25,0,S,152,15,0,W,-152.25,-7.42,"North of Caroline Island, Line Islands",77,Eastern Central Pacific Ocean,,Kiribati,11/09/1875,Trawl,2750,1.72,35.10,,,26.78,80.20,1.0235,80,80,,80,80,79.3,79.5,78.6,,77,73.7,69.3,64.7,60.9,,57.8,55.1,52.9,51.3,49.9,,49.2,48.5,48,,,,44.6,42.5,41,39.5,38.5,37.6,37.1,36.7,36.4,36.1,35.9,,35.6,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Red clay,11,20,0,S,150,30,0,W,-150.50,-11.33,"East of Flint Island, Line Islands",77,Eastern Central Pacific Ocean,,Kiribati,14/09/1875,,2610,1.67,35.00,2610,1.02808,26.67,80.00,1.02375,79.9,79.8,,79.6,79.4,79,78,76.7,,75.3,73.7,72,70.1,68.3,,66.2,64,61.4,58.9,56.4,,54.2,52.4,50.8,,,,45,42.6,40.9,39.5,38.4,37.5,37,36.7,36.5,36.2,36,,35.8,,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Red clay,13,28,0,S,149,30,0,W,-149.50,-13.47,North of Tuamotu Islands,77,Eastern Central Pacific Ocean,,French Polynesia,16/09/1875,Trawl,2350,1.72,35.10,2350,1.02799,26.67,80.00,1.02326,78.9,78.8,,78.7,78.6,78.4,78.2,77.7,,76.4,75.1,73.7,72.2,70.6,,68.8,67,65.1,63.1,61,,58.8,56.6,54.3,,,,44.8,41.9,40.3,39.1,38.3,37.8,37.3,36.9,36.6,36.3,36,,35.7,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Red clay,15,51,0,S,149,41,0,W,-149.68,-15.85,"North of Tahiti, French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,17/09/1875,,2325,1.72,35.10,2325,1.02787,26.11,79.00,,,,,,77,76.4,75.8,74.9,,74,73.1,72.2,71.2,70.2,,69,68.8,66.4,64.8,63,,61.2,59.3,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Volcanic mud,17,12,0,S,149,43,0,W,-149.72,-17.20,"North of Tahiti, French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,18/09/1875,,1525,2.50,36.50,1525,,26.39,79.50,1.02403,78,77.3,,77,77,77,76.7,75.2,,73.5,72.2,71.2,70.5,70,,69.5,68.5,67.7,66.7,65.3,,63.8,61.6,59.2,,,,46.2,42.6,40,38.7,37.7,37.1,36.8,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Volcanic mud,17,30,26,S,149,33,45,W,-149.56,-17.51,"North of Tahiti, French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,02/10/1875,,420,,,,,26.11,79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279A,Volcanic mud,17,29,53,S,149,34,0,W,-149.57,-17.50,"North of Tahiti, French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,02/10/1875,,590,,,,,26.11,79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279B,Volcanic mud,17,29,38,S,149,34,7,W,-149.57,-17.49,"North of Tahiti, French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,02/10/1875,,620,,,,,26.11,79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279C,Volcanic mud,17,29,11,S,149,34,32,W,-149.58,-17.49,"North of Tahiti, French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,02/10/1875,Trawl,680,,,,,26.11,79.00,,,,76.2,,,76.2,,,74.4,,,72.4,,,69.8,,,66.3,,,61,,,55.3,51.6,48.8,46,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Globigerina ooze,18,40,0,S,149,52,0,W,-149.87,-18.67,"South of Tahiti, French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,04/10/1875,Trawl,1940,1.83,35.30,1940,1.02842,25.11,77.20,1.02453,,,76.9,,,76.2,,,75,,,73,,,70,,,66.4,,,62.5,,,58,52.8,48.1,46.1,44.9,41.7,40.2,38.8,37.9,37.2,36.8,36.4,36.2,36.1,36,,35.9,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Red clay,22,21,0,S,150,17,0,W,-150.28,-22.35,"North of Tubai I., French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,06/10/1875,Trawl,2385,1.61,34.90,2385,1.02841,23.61,74.50,1.0246,,,74.3,,,73.5,,,72.1,,,68.9,,,65.7,,,62.5,,,59.3,,,56.2,53.1,50,47.4,45.6,42.3,40.5,39.3,38.4,37.5,37,36.5,36.2,36,35.8,,35.6,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Red clay,23,46,0,S,149,59,0,W,-149.98,-23.77,"South of Tubai I., French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,07/10/1875,,2450,1.72,35.10,2450,1.02788,22.89,73.20,1.02486,,,72,,,71,,,69.8,,,68.1,,,66.5,,,64.3,,,61.5,,,58.3,54.7,50.8,48.3,46.2,43.2,41.2,39.6,38.3,37.3,36.7,36.3,36,35.8,35.6,,35.4,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Globigerina ooze,26,9,0,S,145,17,0,W,-145.28,-26.15,"Iles Australes, French Polynesia",77,Eastern Central Pacific Ocean,,French Polynesia,09/10/1875,,2075,1.89,35.40,2075,1.02788,20.28,68.50,1.02514,,,69.2,,,68,,,66.5,,,64.6,,,62.8,,,60.3,,,57.5,,,54.8,52,49.2,46.8,45.4,42.2,40.3,39,38,37.3,36.7,36.3,36,35.8,35.6,,35.4,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Globigerina ooze,28,22,0,S,141,22,0,W,-141.37,-28.37,West of Pitcairn Islands,81,Southwest Pacific Ocean,,British Overseas Territory,11/10/1875,Trawl,1985,1.72,35.10,1985,1.02827,20.00,68.00,1.0252,,,67.4,,,66.6,,,65,,,63.2,,,61,,,59,,,56.8,,,54.6,52.5,50.2,48.1,45.8,41.6,40,39,38.2,37.4,36.9,36.4,36,35.8,35.7,,35.6,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Red clay,32,36,0,S,137,43,0,W,-137.72,-32.60,South of Pitcairn Islands,81,Southwest Pacific Ocean,,British Overseas Territory,14/10/1875,Trawl,2375,1.67,35.00,2375,1.02781,18.33,65.00,1.02556,,,63.8,,,63.4,,,63,,,61.8,,,60,,,57.5,,,55,,,52.3,49.8,46.8,46.2,45.2,42.8,41,39.5,38.4,37.7,37,36.6,36.3,36.1,35.9,,35.8,,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Red clay,33,20,0,S,133,22,0,W,-133.37,-33.33,South of Pitcairn Islands,81,Southwest Pacific Ocean,,British Overseas Territory,16/10/1875,Trawl,2335,1.56,34.80,2335,1.02777,17.22,63.00,1.02571,,,62.6,,,59.4,,,59.4,,,59.4,,,57.3,,,54.3,,,51.3,,,49,47.5,46.2,45.3,44.5,42.4,41,40,39,38.2,37.7,37.1,36.5,36.2,36,,35.9,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Red clay,36,32,0,S,132,52,0,W,-132.87,-36.53,South of Pitcairn Islands,81,Southwest Pacific Ocean,,British Overseas Territory,19/10/1875,,2400,1.50,34.70,2400,1.02771,14.33,57.80,1.02613,,,57.4,,,55.8,,,55.6,,,55.3,,,52.8,,,49.5,,,47.3,,,46.1,45.4,44.7,44.1,43.7,42.1,40.9,39.7,38.9,38,37.2,36.6,36.1,35.8,35.7,,35.6,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Red clay,40,3,0,S,132,58,0,W,-132.97,-40.05,South of Pitcairn Islands,81,Southwest Pacific Ocean,,British Overseas Territory,21/10/1875,,2600,1.56,34.80,2600,1.02771,12.50,54.50,1.02613,,,54.2,,,51.1,,,50.6,,,49.8,,,48.3,,,47.1,,,46.1,,,45.2,44.7,44.2,43.8,43.3,41.9,41,40,39,38.2,37.5,36.9,36.5,36.1,35.9,,35.7,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Red clay,39,41,0,S,131,23,0,W,-131.38,-39.68,South of Pitcairn Islands,81,Southwest Pacific Ocean,,British Overseas Territory,23/10/1875,Trawl,2550,1.56,34.80,2550,1.02772,12.50,54.50,1.02597,,,54,,,49.2,,,48.9,,,48.3,,,47.5,,,46.9,,,46.2,,,45.6,45,44.4,43.8,43.2,41.2,39.5,38.2,37.5,37,36.7,36.4,36.2,36,35.8,,35.6,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Red clay,39,16,0,S,124,7,0,W,-124.12,-39.27,South of Pitcairn Islands,81,Southwest Pacific Ocean,,British Overseas Territory,25/10/1875,,2300,1.61,34.90,2300,1.02753,11.39,52.50,1.02615,,,52,,,49.6,,,48.6,,,47.6,,,46.7,,,46,,,45.3,,,44.9,44.5,44.1,43.7,43.4,42,40.7,39.4,37.8,36.9,36.4,36.2,36,35.8,35.6,,35.3,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Red clay,39,13,0,S,118,49,0,W,-118.82,-39.22,Pacific Antarctic Ridge,81,Southwest Pacific Ocean,,,27/10/1875,Trawl,2250,1.44,34.60,2250,1.02758,11.67,53.00,1.02548,,,52.1,,,50.8,,,49.5,,,47.7,,,46.1,,,45.4,,,44.9,,,44.4,44,43.6,43.3,42.9,41.4,40.1,39.2,38.3,37.5,36.8,36.2,35.9,35.8,35.7,,35.5,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Globigerina ooze,38,43,0,S,112,31,0,W,-112.52,-38.72,Pacific Antarctic Ridge,81,Southwest Pacific Ocean,,,29/10/1875,Trawl,1600,1.78,35.20,1600,1.02765,11.78,53.20,1.02609,,,52.8,,,51.7,,,50,,,48.5,,,47.4,,,46.2,,,45.2,,,44.3,43.9,43.5,43,42.5,41.1,40,39,38.3,37.6,37.1,36.6,36.2,36,35.8,,35.5,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Globigerina ooze,39,4,0,S,105,5,0,W,-105.08,-39.07,Pacific Antarctic Ridge,81,Southwest Pacific Ocean,,,01/11/1875,Trawl,2025,1.33,34.40,2025,1.02782,12.06,53.70,1.02595,,,52.9,,,51.7,,,50.1,,,48.3,,,46.4,,,45.4,,,44.6,,,44.1,43.8,43.5,43.2,42.9,41.8,40.9,40,39.2,38.4,37.7,37.1,36.8,36.5,36.3,,36,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Red clay,39,22,0,S,98,46,0,W,-98.77,-39.37,Roggeveen Basin,87,Southeast Pacific Ocean,,,03/11/1875,,2270,1.44,34.60,,,14.17,57.50,,,,55.1,,,52.5,,,50.1,,,48.2,,,46.5,,,45.5,,,44.7,,,44.1,43.5,43.1,42.7,42.2,40.8,39.5,38.8,38.3,37.7,37.1,36.7,36.3,36,35.9,,35.8,,35.6,,,35.5,,35.3,,,,,35.2,,,35,,,34.9,,34.8,,,,,34.6,,,,,,,,,,,,,,,,
295,Globigerina ooze,38,7,0,S,94,4,0,W,-94.07,-38.12,Roggeveen Basin,87,Southeast Pacific Ocean,,,05/11/1875,Trawl,1500,1.83,35.30,1500,1.02768,14.72,58.50,1.02554,,,55.7,,,53,,,50.5,,,47.8,,,46,,,44.8,,,44,,,43.4,43,42.6,42.3,42,41.3,40.3,39.5,38.7,38,37.4,36.8,36.3,36.1,35.9,,35.6,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Globigerina ooze,38,6,0,S,88,2,0,W,-88.03,-38.10,Roggeveen Basin,87,Southeast Pacific Ocean,,,09/11/1875,Trawl,1825,1.83,35.30,1825,1.0275,15.44,59.80,1.02538,,,56.8,,,54.6,,,52.2,,,50.1,,,48.1,,,46.3,,,45,,,43.8,43.2,42.7,42.1,41.7,40.8,40.2,39.6,39,38.5,38,37.5,37,36.6,36.4,,36.2,,36,,,35.8,,35.6,,,,,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Globigerina ooze,37,29,0,S,83,7,0,W,-83.12,-37.48,Off coast of Chile,87,Southeast Pacific Ocean,,Chile,11/11/1875,Trawl,1775,1.94,35.50,1775,1.0277,13.89,57.00,1.02577,,,55.5,,,53.7,,,51.9,,,50.1,,,48.4,,,47,,,45.7,,,44.5,43.8,43.1,42.5,41.9,40.4,39.2,38.2,37.4,36.7,36.5,36.4,36.3,36.2,36.1,,36,,35.9,,,35.8,,35.6,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Blue mud,34,7,0,S,73,56,0,W,-73.93,-34.12,"South-west of Valparaiso, Chile",87,Southeast Pacific Ocean,,Chile,17/11/1875,Trawl,2225,2.00,35.60,,,15.00,59.00,1.02546,,,55.8,,,52.5,,,50.5,,,49.6,,,48.3,,,47.2,,,46.1,,,45.1,44.1,43.2,42.4,41.9,40.3,39.5,38.7,38.1,37.7,37.2,36.9,36.7,36.5,36.3,,36.2,,36.1,,,36,,35.9,,,,,35.9,,,35.8,,,35.7,,35.7,,,,35.6,,,,,,,,,,,,,,,,,
299,Blue mud,33,31,0,S,74,43,0,W,-74.72,-33.52,"South-west of Valparaiso, Chile",87,Southeast Pacific Ocean,,Chile,14/12/1875,Trawl,2160,1.78,35.20,2160,1.02773,16.67,62.00,1.02505,,,59,,,53.1,,,50.9,,,49.1,,,47.8,,,46.5,,,45.3,,,44.4,43.5,42.8,42.1,41.7,40.6,39.3,38.5,37.7,37,36.6,36.3,36,35.8,35.6,,35.4,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Globigerina ooze,33,42,0,S,78,18,0,W,-78.30,-33.70,"Juan Fernandez Archipelago, Chile",87,Southeast Pacific Ocean,,Chile,17/12/1875,Trawl,1375,1.94,35.50,1375,1.02748,16.94,62.50,1.02497,,,57.8,,,53.7,,,51.2,,,49.5,,,47.8,,,46.3,,,45.3,,,44.1,43.4,42.6,42,41.3,40.1,39.4,38.7,38,37.4,36.9,36.4,35.9,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,37,29,0,S,84,2,0,W,-84.03,-37.48,Off coast of Chile,87,Southeast Pacific Ocean,,Chile,22/12/1875,,,,,,,15.28,59.50,1.02545,,,57.4,,,55.2,,,52.8,,,50.5,,,48.4,,,46.5,,,45.2,,,44.2,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Red clay,42,43,0,S,82,11,0,W,-82.18,-42.72,"Off Isla Chiloe, Chile",87,Southeast Pacific Ocean,,Chile,28/12/1875,Trawl,1450,2.00,35.60,1450,1.02766,12.78,55.00,1.02589,,,52.5,,,49.5,,,47.5,,,45.8,,,44.3,,,45.5,,,43,,,42.5,42.1,41.8,41.5,41.1,40.1,39.1,38.2,37.5,36.9,36.5,36.2,36,35.9,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Blue mud,45,31,0,S,78,9,0,W,-78.15,-45.52,"Off Chonos Archipelago, Chile",87,Southeast Pacific Ocean,,Chile,30/12/1875,,1325,2.22,36.00,1325,1.02766,12.67,54.80,1.02544,,,51.4,,,48.5,,,46.4,,,44.9,,,43.9,,,43.1,,,42.5,,,42,41.6,41.3,41,40.8,39.8,39,38.1,37.4,36.8,36.4,36.2,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Green mud,46,53,15,S,75,12,0,W,-75.20,-46.89,"Port Otway, Chile",87,Southeast Pacific Ocean,,Chile,31/12/1875,Dredge,45,,,,,14.00,57.20,1.02327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Blue mud,47,47,0,S,74,47,0,W,-74.78,-47.78,"Gulf of Penas, Chile",87,Southeast Pacific Ocean,,Chile,01/01/1876,,165,,,,,13.06,55.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305A,Blue mud,47,48,30,S,74,47,0,W,-74.78,-47.81,"Gulf of Penas, Chile",87,Southeast Pacific Ocean,,Chile,01/01/1876,Trawl,125,,,,,12.78,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305B,Blue mud,47,48,0,S,74,46,0,W,-74.77,-47.80,"Gulf of Penas, Chile",87,Southeast Pacific Ocean,,Chile,01/01/1876,Trawl,160,,,160,1.02577,12.78,55.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Blue mud,48,17,0,S,74,33,0,W,-74.55,-48.28,"Messier Channel, Chile",87,Southeast Pacific Ocean,,Chile,02/01/1876,,565,,,,,13.89,57.00,1.01557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306A,Blue mud,48,27,0,S,74,30,0,W,-74.50,-48.45,"Messier Channel, Chile",87,Southeast Pacific Ocean,,Chile,02/01/1876,Trawl,345,7.78,46.00,345,1.02657,14.17,57.50,,,,49.3,,,47.2,,,46.8,,,46.2,,,46,,,46,,,46,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Blue mud,49,24,30,S,74,23,30,W,-74.39,-49.41,"Messier Channel, Chile",87,Southeast Pacific Ocean,,Chile,04/01/1876,Trawl,140,,,140,1.02606,11.67,53.00,1.01585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Blue mud,50,8,30,S,74,41,0,W,-74.68,-50.14,"Concepcion Channel, Chile",87,Southeast Pacific Ocean,,Chile,05/01/1876,Trawl,175,,,,,10.94,51.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Blue mud,50,56,0,S,74,15,0,W,-74.25,-50.93,"Puerto Bueno, Hanover Island, Chile",87,Southeast Pacific Ocean,,Chile,08/01/1876,,40,8.33,47.00,,,10.28,50.50,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309A,Blue mud,50,56,0,S,74,14,0,W,-74.23,-50.93,"Puerto Bueno, Hanover Island, Chile",87,Southeast Pacific Ocean,,Chile,08/01/1876,Trawl,140,,,140,1.02584,10.28,50.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Blue mud,51,27,30,S,74,3,0,W,-74.05,-51.46,"Sarmineto Channel, Queen Adelaide Archipelago, Chile",87,Southeast Pacific Ocean,,Chile,10/01/1876,Trawl,400,8.06,46.50,400,1.02589,10.28,50.50,1.02013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Blue mud,52,45,30,S,73,46,0,W,-73.77,-52.76,"South of Queen Adelaide Archipelago, Chile",87,Southeast Pacific Ocean,,Chile,11/01/1876,Trawl,245,7.78,46.00,245,1.02596,10.00,50.00,1.02011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Blue mud,53,37,30,S,70,56,0,W,-70.93,-53.63,"Port Famine, Magellan Strait, Chile",87,Southeast Pacific Ocean,Magellan Strait,Chile,13/01/1876,Dredge,9,,,,,8.78,47.80,1.02271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Coarse sand,52,20,0,S,67,39,0,W,-67.65,-52.33,"Off Cape Virgins, Argentina",41,Southwest Atlantic Ocean,,Argentina,20/01/1876,Trawl,55,8.78,47.80,55,1.02567,9.00,48.20,1.02562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Coarse sand,51,35,0,S,65,39,0,W,-65.65,-51.58,"Off Cape Virgins, Argentina",41,Southwest Atlantic Ocean,,Argentina,21/01/1876,Trawl,70,7.78,46.00,70,1.02618,8.89,48.00,1.02595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314A,Hard ground,51,24,0,S,61,46,0,W,-61.77,-51.40,West of Falkland Islands,41,Southwest Atlantic Ocean,,British Overseas Territory,22/01/1876,Trawl,110,5.44,41.80,110,1.02677,9.44,49.00,1.02605,,,47.4,,,45.8,,,,,,,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Sand and gravel,51,40,0,S,57,50,0,W,-57.83,-51.67,Falkland Islands,41,Southwest Atlantic Ocean,,British Overseas Territory,26/01/1876,Dredge,12,,,,,10.00,50.00, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,51,32,0,S,58,6,0,W,-58.10,-51.53,Falkland Islands,41,Southwest Atlantic Ocean,,British Overseas Territory,03/02/1876,Dredge,4,,,,,10.67,51.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Sandy gravel,48,37,0,S,55,17,0,W,-55.28,-48.62,North-east of Falkland Islands,41,Southwest Atlantic Ocean,,British Overseas Territory,08/02/1876,Trawl,1035,2.06,35.70,1035,1.02735,8.17,46.70,1.0266,,,42.3,,,40,,,39.6,,,39.3,,,,,,,,,,,,38.6,,,,38,37.4,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Globigerina ooze,42,32,0,S,56,29,0,W,-56.48,-42.53,"Off south-west of Mar del Plata, Argentina",41,Southwest Atlantic Ocean,,Argentina,11/02/1876,Trawl,2040,0.94,33.70,2040,1.02795,14.17,57.50,1.02553,,,56.7,,,43.2,,,39.6,,,36.5,,,35.9,,,35.6,,,35.4,,,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,35.4,,35.4,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
